full_name,owner,name,html_url,stargazers_count,forks_count,topics,matched_topics
SuryaVamsi-P/Loan-Default-Prediction-System-Flask-ML,SuryaVamsi-P,Loan-Default-Prediction-System-Flask-ML,https://github.com/SuryaVamsi-P/Loan-Default-Prediction-System-Flask-ML,1,4,"banking-analytics,credit-risk-modeling,ensemble-learning,financial-predictions,flask-webapp,lightgbm,loan-approval-system,loan-default-prediction,loan-risk-analysis,machine-learning,model-deployment,model-interpretability,predictive-modeling,python-project,real-time-prediction,risk-assessment,scikit-learn,web-based-ml,xgboost,pickle-model",model-deployment
wellcometrust/sage,wellcometrust,sage,https://github.com/wellcometrust/sage,1,1,"datascience,aws,aws-sagemaker,cli-tool,model-deployment,pytorch,docker,huggingface,mle-team",model-deployment
SayamAlt/World-University-Rating-Prediction,SayamAlt,World-University-Rating-Prediction,https://github.com/SayamAlt/World-University-Rating-Prediction,1,0,"exploratory-data-analysis,feature-engineering,machine-learning,model-deployment,regression",model-deployment
Anas436/E-Commerce-Customer-Churn-Prediction,Anas436,E-Commerce-Customer-Churn-Prediction,https://github.com/Anas436/E-Commerce-Customer-Churn-Prediction,1,2,"artificial-intelligence,data-analysis,data-preprocessing,data-science,data-visualization,deeplearning,jupyterlab,machine-learning,model-deployment,model-evaluation-metrics,python-3",model-deployment
IBMDeveloperMEA/EMEA-Regional-Deploy-your-AI-models-using-Serverless-Containers,IBMDeveloperMEA,EMEA-Regional-Deploy-your-AI-models-using-Serverless-Containers,https://github.com/IBMDeveloperMEA/EMEA-Regional-Deploy-your-AI-models-using-Serverless-Containers,1,3,"serverless,container,caas,code-engine,knative,model-deployment,model-asset-exchange,max,ddc",model-deployment
DIG-Placements/Ebooks,DIG-Placements,Ebooks,https://github.com/DIG-Placements/Ebooks,1,0,"data-analysis,data-visualization,excel,machine-learning,model-deployment,python,sql",model-deployment
Alireza-Motazedian/Classification_API_with_PostgrSQL,Alireza-Motazedian,Classification_API_with_PostgrSQL,https://github.com/Alireza-Motazedian/Classification_API_with_PostgrSQL,1,0,"api-development,classification,data-science,docker,fastapi,machine-learning,mlops,model-deployment,postgresql,python",model-deployment
aminshennan/Forgery_Detection_with_ViT_and_RestNet,aminshennan,Forgery_Detection_with_ViT_and_RestNet,https://github.com/aminshennan/Forgery_Detection_with_ViT_and_RestNet,1,0,"computer-vision,deep-learning,forgery-detection,media-forensics,pytorch,vision-transformer,artificial-intelligence,image-classification,machine-learning,resnet,data-science,deep-neural-networks,flask-api,image-processing,model-deployment,opencv,python,transfer-learning",model-deployment
rakibhhridoy/MachineLearningWebAppDeploy-Flask,rakibhhridoy,MachineLearningWebAppDeploy-Flask,https://github.com/rakibhhridoy/MachineLearningWebAppDeploy-Flask,1,1,"deep-learning,machine-learning,catvsdog-classifier,catvsdog,flask,flask-application,web-application,python,classification,html-css,model-deployment",model-deployment
TunggTungg/de_makeup,TunggTungg,de_makeup,https://github.com/TunggTungg/de_makeup,1,0,"deep-learning,flask-api,openvino-model-server,tensorflow2,tensorflowserving,unet-tensorflow,docker-compose,cnn,fastapi,model-deployment,protobuf",model-deployment
nindyaekaapsari/FinalProject3,nindyaekaapsari,FinalProject3,https://github.com/nindyaekaapsari/FinalProject3,1,0,"heart-failure-prediction,model-deployment,python3",model-deployment
DewduSendanayake/Customer-Churn-Predictor,DewduSendanayake,Customer-Churn-Predictor,https://github.com/DewduSendanayake/Customer-Churn-Predictor,1,0,"machine-learning,model-deployment,python,scikit-learn,shap,streamlit,xgboost",model-deployment
kanchitank/Gender-Classification-Web-App-Using-Flask,kanchitank,Gender-Classification-Web-App-Using-Flask,https://github.com/kanchitank/Gender-Classification-Web-App-Using-Flask,1,1,"flask,machine-learning,decision-trees,naive-bayes,model-deployment",model-deployment
kamlesh-IY9/Credit-Card-Transactions-Fraud-Detection-by-Afame-Technologies,kamlesh-IY9,Credit-Card-Transactions-Fraud-Detection-by-Afame-Technologies,https://github.com/kamlesh-IY9/Credit-Card-Transactions-Fraud-Detection-by-Afame-Technologies,1,1,"classification,credit-card-fraud-detection,credit-card-fraud-detection-using-machine-learning,data-science,data-visualization,financial-fraud,fraud-analytics,fraud-detection,fraud-detection-using-machine-learning,jupyter-notebook,logistic-regression,machine-learning,model-deployment,python,random-forest,scikit-learn,creditcard-fraud,security",model-deployment
FaresGh1997/Contexto_3lang,FaresGh1997,Contexto_3lang,https://github.com/FaresGh1997/Contexto_3lang,1,0,"bert-embeddings,model-deployment,nlp,streamlit,transformers",model-deployment
VAweng02/data-glacier,VAweng02,data-glacier,https://github.com/VAweng02/data-glacier,1,1,"data-engineering,exploratory-data-analysis,machine-learning,model-deployment",model-deployment
jiteshsaini/ml-model-life-cycle,jiteshsaini,ml-model-life-cycle,https://github.com/jiteshsaini/ml-model-life-cycle,1,1,"flask,logistics-regression,model-deployment,model-training,rest-api",model-deployment
JBris/seldon-testing,JBris,seldon-testing,https://github.com/JBris/seldon-testing,1,0,"alibi,alibi-detect,drift-detection,interpretable-machine-learning,mlops,mlops-project,mlops-workflow,mlserver,model-deployment,outlier-detection,pyro,sklearn,xgboost,alibi-explain",model-deployment
Dhruvii0203/Health-Insurance-Prediction,Dhruvii0203,Health-Insurance-Prediction,https://github.com/Dhruvii0203/Health-Insurance-Prediction,1,0,"machine-learning,exploratory-data-analysis,feature-engineering,health-insurance-claims,model-deployment,model-interpretation,shap,streamlit,xgboost",model-deployment
Varun-N-M/Model-deploment-Drug-prediction,Varun-N-M,Model-deploment-Drug-prediction,https://github.com/Varun-N-M/Model-deploment-Drug-prediction,1,0,"css,deep-learning,deep-neural-networks,flask-application,html,model-deployment",model-deployment
Hegzo-bit/Practical_DS_AWS,Hegzo-bit,Practical_DS_AWS,https://github.com/Hegzo-bit/Practical_DS_AWS,1,0,"aws-sagemaker,bert,bias-detection,data-science,automl,mlops,model-deployment,data-labeling",model-deployment
prathammehta16/Telco_churn_GoogleCloud,prathammehta16,Telco_churn_GoogleCloud,https://github.com/prathammehta16/Telco_churn_GoogleCloud,1,0,"gcp,model-deployment,python,sckit-learn-pipeline",model-deployment
ftrifoglio/fastapi-demo,ftrifoglio,fastapi-demo,https://github.com/ftrifoglio/fastapi-demo,1,0,"model-deployment,mlops,fastapi,terraform,aws-ecs",model-deployment
SayamAlt/Credit-Card-Approval-Prediction,SayamAlt,Credit-Card-Approval-Prediction,https://github.com/SayamAlt/Credit-Card-Approval-Prediction,1,0,"binary-classification,cicd-deployment,cross-validation,data-exploration-and-preprocessing,data-visualization,exploratory-data-analysis,feature-engineering,hyperparameter-optimization,machine-learning,model-deployment,model-retraining,model-selection,model-testing,model-training-and-evaluation",model-deployment
BhaswatiRoy/MedHelp-HackHealth,BhaswatiRoy,MedHelp-HackHealth,https://github.com/BhaswatiRoy/MedHelp-HackHealth,1,0,"diabetes-prediction,covid19-prediction,heartdisease-prediction,machine-learning,model-deployment,flask-webapp",model-deployment
Manish9097/HealthCare-Diabetics,Manish9097,HealthCare-Diabetics,https://github.com/Manish9097/HealthCare-Diabetics,1,0,"data-science,meachine-learning,model-deployment",model-deployment
SmellyArmure/OC_DS_Project7_dashboard_heroku,SmellyArmure,OC_DS_Project7_dashboard_heroku,https://github.com/SmellyArmure/OC_DS_Project7_dashboard_heroku,1,0,"streamlit,heroku-deployment,api-requests,data-visualization,local-interpretation,shap,risk-assessment,model-deployment",model-deployment
Miriam-Stoehr/challenge-app-deployment,Miriam-Stoehr,challenge-app-deployment,https://github.com/Miriam-Stoehr/challenge-app-deployment,1,0,"machine-learning,model-deployment,price-prediction-model,regression-model,streamlit-webapp",model-deployment
krishnaura45/price-prophet,krishnaura45,price-prophet,https://github.com/krishnaura45/price-prophet,1,0,"eda,end-to-end,house-price-prediction,mlflow,zenml,cicd,error-handling,experiment-tracking,major-project,ml-workflow,model-deployment,orchestrator,readable,validation-testing,core-ml,scikit-learn",model-deployment
narpat78/Image-Classification-using-SVM,narpat78,Image-Classification-using-SVM,https://github.com/narpat78/Image-Classification-using-SVM,1,0,"image-classification,streamlit-webapp,svm-classifier,model-building-and-evaluation,model-deployment,pickle,sklearn",model-deployment
TaimoorKhan10/MLOps-Forge,TaimoorKhan10,MLOps-Forge,https://github.com/TaimoorKhan10/MLOps-Forge,1,0,"ai-infrastructure,ci-cd,datascience,devops,distributed-training,docker,feature-store,kubernetes,machine-learning,ml-engineering,ml-platform,mlflow,mlops,mlops-pipeline,mlops-tools,model-deployment,model-monitoring,python,pytorch,mlops-framework",model-deployment
dushyantkhosla/ds-deploy-walkthru-iris,dushyantkhosla,ds-deploy-walkthru-iris,https://github.com/dushyantkhosla/ds-deploy-walkthru-iris,1,1,"docker,data-science,automation,machine-learning,deployment,flask,model-deployment,reproducible-research,pandas,python,scikit-learn",model-deployment
ShawkhIbneRashid/Facial-Expression-Classification-Deployment,ShawkhIbneRashid,Facial-Expression-Classification-Deployment,https://github.com/ShawkhIbneRashid/Facial-Expression-Classification-Deployment,1,2,"deep-learning,facial-expression-classification,flask,model-deployment,resnet-50,transfer-learning,web-application",model-deployment
ComputerVision804/MangotypeDetection,ComputerVision804,MangotypeDetection,https://github.com/ComputerVision804/MangotypeDetection,1,0,"artificial-intelligence,computer-vision,data-analysis,data-collection,data-science,data-visualization,deep-learning,deep-neural-networks,final-year-project,machine-learning,machine-learning-algorithms,model-deployment,opencv-python,project-repository,python,python3,type-detection,mango-type-detcetion",model-deployment
liusy182/sagemaker-run-your-own-inference,liusy182,sagemaker-run-your-own-inference,https://github.com/liusy182/sagemaker-run-your-own-inference,1,0,"sagemaker,keras,machine-learning,inference-server,model-deployment",model-deployment
GokuMohandas/Made-With-ML,GokuMohandas,Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,44187,6871,"machine-learning,deep-learning,pytorch,natural-language-processing,data-science,python,mlops,data-engineering,data-quality,distributed-ml,llms,ray,distributed-training",mlops
apache/airflow,apache,airflow,https://github.com/apache/airflow,43095,15903,"airflow,apache,apache-airflow,python,scheduler,workflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,workflow-engine,workflow-orchestration",mlops
qdrant/qdrant,qdrant,qdrant,https://github.com/qdrant/qdrant,26962,1883,"neural-network,search-engine,knn-algorithm,hnsw,vector-search,nearest-neighbor-search,image-search,embeddings-similarity,recommender-system,vector-search-engine,mlops,search-engines,neural-search,similarity-search,vector-database,machine-learning,search,ai-search,ai-search-engine",mlops
HumanSignal/label-studio,HumanSignal,label-studio,https://github.com/HumanSignal/label-studio,25347,3169,"computer-vision,deep-learning,image-annotation,annotation-tool,annotation,labeling,labeling-tool,image-labeling,image-labelling-tool,boundingbox,image-classification,annotations,semantic-segmentation,dataset,datasets,label-studio,data-labeling,text-annotation,yolo,mlops",mlops
mlflow/mlflow,mlflow,mlflow,https://github.com/mlflow/mlflow,22837,4962,"machine-learning,ai,ml,mlflow,apache-spark,model-management,agentops,agents,evaluation,langchain,llm-evaluation,llmops,observability,open-source,openai,prompt-engineering,ai-governance,mlops",mlops
jina-ai/serve,jina-ai,serve,https://github.com/jina-ai/serve,21780,2234,"neural-search,cloud-native,deep-learning,machine-learning,framework,grpc,kubernetes,multimodal,mlops,pipeline,fastapi,generative-ai,docker,jaeger,llmops,opentelemetry,cncf,microservice,orchestration,prometheus",mlops
EthicalML/awesome-production-machine-learning,EthicalML,awesome-production-machine-learning,https://github.com/EthicalML/awesome-production-machine-learning,19574,2459,"machine-learning,mlops,interpretability,explainability,responsible-ai,deep-learning,machine-learning-operations,ml-ops,ml-operations,privacy-preserving,privacy-preserving-ml,privacy-preserving-machine-learning,data-mining,large-scale-ml,production-ml,large-scale-machine-learning,production-machine-learning,awesome,awesome-list",mlops
Avaiga/taipy,Avaiga,taipy,https://github.com/Avaiga/taipy,18843,1959,"automation,data-engineering,data-ops,data-visualization,datascience,developer-tools,mlops,orchestration,pipeline,pipelines,python,taipy-gui,workflow,taipy-core,hacktoberfest,hacktoberfest2023,data-integration,job-scheduler,scenario,scenario-analysis",mlops
argoproj/argo-workflows,argoproj,argo-workflows,https://github.com/argoproj/argo-workflows,16165,3407,"workflow,kubernetes,argo,dag,knative,airflow,machine-learning,argo-workflows,workflow-engine,hacktoberfest,cloud-native,cncf,k8s,gitops,mlops,batch-processing,data-engineering,pipelines",mlops
stas00/ml-engineering,stas00,ml-engineering,https://github.com/stas00/ml-engineering,15625,957,"pytorch,slurm,large-language-models,llm,machine-learning,scalability,transformers,machine-learning-engineering,mlops,ai,inference,training",mlops
weaviate/weaviate,weaviate,weaviate,https://github.com/weaviate/weaviate,14969,1124,"search-engine,semantic-search,semantic-search-engine,vector-search,vector-search-engine,vector-database,approximate-nearest-neighbor-search,image-search,hnsw,information-retrieval,mlops,nearest-neighbor-search,neural-search,recommender-system,similarity-search,vectors,generative-search,hybrid-search,weaviate,grpc",mlops
NirDiamant/agents-towards-production,NirDiamant,agents-towards-production,https://github.com/NirDiamant/agents-towards-production,14756,1926,"agent,agent-framework,agents,ai-agents,genai,generative-ai,llm,llms,mlops,multi-agent,production,tool-integration,tutorials",mlops
dagster-io/dagster,dagster-io,dagster,https://github.com/dagster-io/dagster,14358,1873,"data-pipelines,dagster,workflow,data-science,workflow-automation,python,scheduler,data-orchestrator,etl,analytics,data-engineering,mlops,orchestration,data-integration,metadata,hacktoberfest",mlops
microsoft/nni,microsoft,nni,https://github.com/microsoft/nni,14290,1836,"automl,deep-learning,neural-architecture-search,hyperparameter-optimization,distributed,bayesian-optimization,automated-machine-learning,machine-learning,machine-learning-algorithms,data-science,tensorflow,pytorch,neural-network,deep-neural-network,model-compression,feature-engineering,nas,python,hyperparameter-tuning,mlops",mlops
visenger/awesome-mlops,visenger,awesome-mlops,https://github.com/visenger/awesome-mlops,13411,1981,"machine-learning,mlops,data-science,engineering,federated-learning,devops,software-engineering,ai,ml",mlops
